timestamp,pod name,cpu usage (%),memory usage (%),pod status,pod restarts,ready containers,total containers,pod event type,pod event reason,pod event age,pod event source,pod event message,node name,event reason,event age,event source,event message,memory usage (mb),active memory requests (mb),memory requests (%),active memory limits (mb)emory limits utilization (%),memory usage (cache) (mb),memory usage (swap) (mb),network receive bytes,network transmit bytes,network receive packets (p/s),network transmit packets (p/s),network receive packets dropped (p/s),network transmit packets dropped (p/s),fs reads total (mb),fs writes total (mb),fs reads/writes total (mb),fs reads bytes total (mb),fs writes bytes total (mb),fs reads/writes bytes total (mb)
2024-04-11 06:00:00,frauddetection,6.26,36.81,Running,2,0,2,Warning,Scheduled,30s,scheduler,Mounting volume,node2,Started,10m,api-server,Resource constraint,283.67,151.55,47.79,45.92,39.86,0.65,9672.8,7463.74,7.85,2.26,2.96,1.11,4.825,3.6457,4.028,0.8094,2.3287,1.0675
2024-04-11 07:00:00,frauddetection,5.69,51.84,Pending,3,0,2,Warning,Scheduled,10m,scheduler,Mounting volume,node1,Started,10m,api-server,Volume detached,348.88,50.89,43.54,89.66,28.94,8.76,5715.97,5470.31,12.72,14.49,3.1,1.52,3.565,1.1007,4.4578,0.5015,2.714,0.8246
2024-04-11 08:00:00,recommendation,17.14,59.73,Failed,1,1,1,Critical,Killing,10m,controller,Pod scheduled,node2,Evicted,20m,kubelet,Volume detached,241.3,186.24,73.42,80.09,34.18,1.66,9720.57,2793.69,19.28,4.46,2.18,2.29,3.2754,0.0814,5.7827,1.7591,0.6997,3.6798
2024-04-11 09:00:00,frontend,1.67,73.0,Unknown,3,1,1,Warning,FailedMount,10s,kubelet,Container failed,node3,Evicted,5m,kubelet,Node not ready,237.54,27.87,76.94,11.87,33.4,0.52,7327.71,2524.26,2.08,11.93,4.64,2.51,4.0467,0.8833,1.3788,1.8611,1.5694,2.0738
2024-04-11 10:00:00,frauddetection,40.82,53.99,Failed,0,1,2,Normal,BackOff,10s,kubelet,Mounting volume,node2,Started,10m,kubelet,Node not ready,401.25,76.28,27.04,32.84,38.93,4.25,1997.28,7849.04,11.72,6.76,1.02,2.06,0.6969,1.0457,1.3931,1.5736,2.5286,2.9488
2024-04-11 11:00:00,frontend,16.15,63.03,Unknown,3,1,2,Critical,Killing,10s,controller,Container failed,node3,Failed,10m,api-server,Node not ready,207.07,80.15,50.2,73.45,7.18,5.61,1069.9,2057.09,12.66,1.48,2.9,1.8,3.5356,2.8569,0.7958,0.6838,0.7283,0.3745
2024-04-11 12:00:00,redis,12.79,56.21,Unknown,1,1,1,Warning,Scheduled,5m,controller,Container failed,node1,Evicted,10m,api-server,Node not ready,144.99,21.08,25.06,48.23,22.84,2.24,1639.61,5073.13,2.5,7.22,4.93,0.16,4.8045,2.4063,3.241,0.2202,2.1393,1.8503
2024-04-11 13:00:00,recommendation,8.2,4.98,Running,3,1,2,Normal,Killing,30s,kubelet,Pod scheduled,node3,Started,10m,api-server,Volume detached,379.7,199.24,65.94,46.09,39.25,0.33,1904.46,4223.92,15.48,14.65,1.16,0.18,0.5121,3.4234,1.8824,0.3739,2.4415,0.2118
2024-04-11 14:00:00,frauddetection,15.69,58.03,Pending,1,0,2,Warning,BackOff,10m,scheduler,Pod scheduled,node3,Evicted,15m,kubelet,Node not ready,355.83,34.61,27.43,13.79,9.51,2.25,6953.16,3065.81,15.66,2.83,1.35,2.06,1.039,3.6963,3.0779,0.5236,2.5659,1.4647
2024-04-11 15:00:00,redis,46.55,17.62,Unknown,0,0,1,Critical,Scheduled,10m,scheduler,Pod scheduled,node2,Started,15m,api-server,Resource constraint,180.29,89.82,35.09,71.46,9.06,5.23,5715.18,6092.6,1.49,10.78,4.82,1.61,4.283,2.4064,0.884,0.5355,0.0483,0.2689
2024-04-11 16:00:00,recommendation,48.33,60.04,Unknown,3,1,1,Warning,Scheduled,10m,kubelet,Container failed,node3,Started,20m,kubelet,Volume detached,284.62,161.45,19.65,22.6,42.65,6.4,8152.87,7079.23,2.18,4.83,2.06,2.93,2.7549,2.953,1.4776,0.4024,0.3336,0.8367
2024-04-11 17:00:00,frauddetection,27.31,44.33,Failed,1,0,1,Normal,FailedMount,10s,scheduler,Container failed,node1,Evicted,5m,kubelet,Node not ready,419.62,55.66,54.13,81.03,35.07,7.42,2475.66,7125.6,19.63,10.18,1.14,0.99,0.8627,2.9327,3.744,0.1774,2.1236,2.3483
2024-04-11 18:00:00,frauddetection,31.18,60.22,Unknown,4,1,1,Normal,Killing,10m,kubelet,Pod scheduled,node3,Started,10m,kubelet,Resource constraint,340.99,168.93,50.64,12.44,47.34,1.29,5114.48,6652.34,12.86,4.18,2.07,2.19,1.608,2.4335,1.4291,1.997,2.9254,1.0223
2024-04-11 19:00:00,recommendation,27.34,53.5,Failed,3,0,1,Normal,BackOff,30s,scheduler,Container failed,node2,Failed,15m,api-server,Resource constraint,265.54,35.89,43.72,29.83,23.52,3.48,5707.15,6375.54,15.59,11.35,0.59,0.78,2.8397,1.9888,1.3278,0.4507,2.3682,3.868
2024-04-11 20:00:00,frontend,9.24,33.42,Pending,0,0,1,Critical,Killing,30s,kubelet,Container failed,node3,Evicted,20m,kubelet,Node not ready,459.97,122.57,64.61,16.82,5.04,9.56,9311.54,5024.28,9.25,14.92,0.68,2.79,1.172,3.428,1.916,0.6488,2.1901,3.5584
2024-04-11 21:00:00,recommendation,39.3,8.38,Running,1,0,2,Warning,Killing,5m,scheduler,Mounting volume,node3,Started,10m,kubelet,Volume detached,468.41,197.5,39.53,21.78,44.52,3.54,5109.68,5238.05,3.02,1.45,3.77,2.52,0.6648,1.5128,5.8547,1.0548,2.0776,2.4199
2024-04-11 22:00:00,recommendation,3.92,39.07,Running,2,1,1,Critical,Scheduled,1m,kubelet,Mounting volume,node3,Started,15m,api-server,Volume detached,87.75,130.03,32.43,23.91,26.77,2.28,4422.91,1619.33,4.16,12.7,4.26,1.58,0.4515,3.257,5.7491,1.0663,2.9012,3.5422
2024-04-11 23:00:00,frontend,4.44,3.28,Unknown,1,1,1,Normal,BackOff,10s,scheduler,Container failed,node3,Started,15m,api-server,Volume detached,325.2,104.42,24.15,51.13,22.89,0.07,5736.77,3179.03,12.35,3.82,0.21,0.03,1.3228,1.7447,0.7816,1.0117,0.4057,0.2268
2024-04-12 00:00:00,redis,25.24,69.79,Unknown,3,0,1,Critical,FailedMount,5m,controller,Mounting volume,node1,Failed,20m,kubelet,Resource constraint,215.97,163.49,78.76,10.71,36.2,7.64,8808.04,1294.85,16.16,5.57,3.19,0.49,2.2932,1.6339,5.8234,1.8453,1.2934,3.3107
2024-04-12 01:00:00,frauddetection,11.88,33.75,Unknown,4,0,2,Normal,BackOff,5m,scheduler,Container failed,node3,Started,15m,kubelet,Resource constraint,119.88,68.67,31.84,41.87,5.6,9.77,9081.28,4408.03,15.87,5.4,1.35,1.25,2.9168,3.3282,2.6101,0.5108,1.8372,1.2174
2024-04-12 02:00:00,recommendation,29.49,49.0,Running,3,0,1,Critical,FailedMount,1m,kubelet,Mounting volume,node2,Failed,15m,api-server,Volume detached,422.58,143.43,44.51,17.38,45.86,4.26,9578.37,7650.31,8.76,11.06,1.92,0.46,0.3997,1.7796,1.6293,0.0099,1.7341,3.296
2024-04-12 03:00:00,redis,18.66,9.52,Pending,2,0,1,Critical,Killing,5m,kubelet,Container failed,node2,Failed,15m,api-server,Resource constraint,159.47,52.58,57.99,89.15,40.46,6.06,4894.73,6018.4,18.21,8.17,4.52,0.75,0.1258,1.347,5.7096,0.7951,0.0368,3.7408
2024-04-12 04:00:00,redis,15.87,27.12,Pending,3,0,1,Critical,Scheduled,30s,controller,Pod scheduled,node2,Failed,10m,api-server,Node not ready,344.37,26.4,66.65,39.93,30.49,8.71,8866.67,5533.43,5.56,14.13,4.25,2.98,3.9837,2.0227,2.3138,1.0212,1.9345,2.8555
2024-04-12 05:00:00,redis,24.74,26.03,Failed,0,1,1,Critical,Scheduled,10m,controller,Container failed,node3,Failed,20m,kubelet,Node not ready,213.52,30.4,77.69,18.63,5.61,8.61,9364.02,5193.69,12.33,10.37,0.15,0.05,0.8866,3.815,0.2465,0.5612,2.0688,2.6028
2024-04-12 06:00:00,frontend,41.57,8.15,Running,3,0,1,Critical,Killing,10s,controller,Container failed,node2,Failed,20m,api-server,Volume detached,161.64,144.9,48.01,21.88,38.51,1.44,5319.55,4869.16,5.62,6.06,2.19,0.23,4.5792,0.7786,5.4343,0.7521,1.6881,1.8937
2024-04-12 07:00:00,frontend,0.21,21.16,Failed,3,1,1,Warning,BackOff,10m,controller,Pod scheduled,node1,Failed,5m,kubelet,Node not ready,151.9,152.55,32.29,68.05,42.76,6.9,6853.88,2353.45,19.25,10.88,1.82,0.45,4.7026,0.8769,2.8424,1.3917,2.3593,0.5235
2024-04-12 08:00:00,frontend,7.67,12.51,Unknown,4,0,2,Normal,FailedMount,5m,scheduler,Mounting volume,node3,Evicted,15m,api-server,Resource constraint,160.89,165.9,62.62,10.43,41.84,3.68,5660.06,1029.31,7.37,3.61,2.61,2.01,0.9033,3.0456,1.7782,0.0211,1.5851,1.8548
2024-04-12 09:00:00,frontend,10.02,58.04,Pending,0,1,2,Warning,FailedMount,5m,kubelet,Mounting volume,node2,Evicted,5m,kubelet,Volume detached,367.7,32.16,56.49,68.86,17.55,9.18,7093.16,2067.38,6.28,12.48,0.12,2.8,3.0978,1.4989,0.8838,1.3155,1.7365,2.0472
2024-04-12 10:00:00,frauddetection,34.14,52.59,Unknown,1,0,1,Normal,FailedMount,10m,kubelet,Pod scheduled,node1,Evicted,10m,api-server,Volume detached,213.58,158.69,49.22,22.43,14.28,9.17,7962.19,4072.65,9.81,5.82,0.8,1.34,3.8497,0.328,2.1171,1.7152,1.4828,1.8047
2024-04-12 11:00:00,redis,42.43,20.72,Running,3,0,2,Critical,BackOff,5m,kubelet,Container failed,node1,Failed,10m,api-server,Volume detached,251.96,49.61,37.53,67.84,12.35,8.35,2197.12,650.22,17.3,13.68,3.55,2.15,3.7186,0.3585,1.7741,1.4348,2.5489,3.2627
2024-04-12 12:00:00,recommendation,35.28,21.54,Pending,4,0,1,Warning,Scheduled,1m,scheduler,Container failed,node2,Failed,20m,api-server,Node not ready,309.17,187.05,29.98,53.81,29.8,6.68,4926.9,5845.85,14.49,11.38,2.42,1.92,4.5591,2.3918,1.3123,0.4552,0.7212,0.1841
2024-04-12 13:00:00,redis,37.65,43.53,Failed,1,0,2,Normal,Killing,10m,controller,Container failed,node3,Failed,5m,api-server,Node not ready,478.89,184.62,67.0,26.86,35.24,7.17,8720.68,5281.73,17.65,3.13,3.96,1.86,3.7899,0.9927,4.6766,0.2772,2.3447,2.2752
2024-04-12 14:00:00,frontend,10.96,4.89,Failed,3,0,1,Warning,BackOff,10s,scheduler,Pod scheduled,node3,Failed,5m,kubelet,Volume detached,408.09,92.79,50.87,67.98,44.77,2.13,3095.33,4240.41,4.35,8.41,2.23,1.09,4.3885,0.6215,5.7952,0.7421,0.3219,3.1444
2024-04-12 15:00:00,redis,35.49,18.97,Failed,4,0,1,Normal,BackOff,10s,kubelet,Pod scheduled,node1,Failed,5m,api-server,Volume detached,121.58,188.14,76.39,35.43,36.25,3.02,1961.22,2968.02,14.35,3.22,2.72,0.74,1.505,1.0348,3.2892,0.5601,0.9826,2.7026
2024-04-12 16:00:00,recommendation,14.07,59.18,Pending,4,0,2,Warning,Killing,10s,scheduler,Mounting volume,node2,Started,10m,api-server,Resource constraint,463.36,23.7,61.54,17.88,33.34,5.68,3685.68,3787.32,9.79,14.93,4.06,0.27,4.3936,3.2881,5.5388,1.7879,2.6857,3.1862
2024-04-12 17:00:00,frauddetection,0.89,7.93,Pending,1,0,1,Normal,Killing,5m,controller,Container failed,node1,Evicted,20m,api-server,Node not ready,331.64,185.5,12.31,35.72,5.45,0.92,1480.79,1802.49,13.73,14.68,1.24,2.21,2.538,1.8939,2.4521,1.5348,0.2282,3.2665
2024-04-12 18:00:00,redis,6.05,9.71,Pending,3,1,1,Warning,Killing,5m,scheduler,Mounting volume,node2,Started,15m,api-server,Node not ready,327.6,79.26,63.5,58.48,8.01,5.99,6289.3,1349.31,7.74,11.1,4.85,2.97,1.0987,1.1273,0.0613,1.6242,2.7827,1.6736
2024-04-12 19:00:00,frontend,22.34,71.53,Running,1,1,2,Normal,Scheduled,5m,kubelet,Container failed,node2,Evicted,5m,kubelet,Volume detached,192.14,21.17,44.3,64.73,43.78,7.16,3613.49,7638.4,17.53,11.18,0.24,0.55,1.1145,0.2701,1.7749,1.9155,1.1512,2.7331
2024-04-12 20:00:00,redis,8.63,65.84,Failed,0,1,1,Critical,Killing,10m,scheduler,Container failed,node3,Evicted,10m,api-server,Node not ready,221.71,160.05,57.88,27.59,48.52,3.64,1372.08,7388.33,12.63,2.62,4.3,0.06,1.9543,2.7101,4.1308,0.4431,1.4771,1.5603
2024-04-12 21:00:00,redis,16.98,62.01,Failed,1,0,2,Normal,FailedMount,10s,controller,Container failed,node1,Failed,10m,api-server,Node not ready,408.12,45.86,53.21,36.55,26.85,2.82,7355.59,7035.2,15.0,4.43,2.67,0.76,0.7012,3.9911,5.7707,0.4411,0.1528,1.5198
2024-04-12 22:00:00,frauddetection,17.79,52.02,Running,1,0,2,Warning,Scheduled,1m,scheduler,Pod scheduled,node2,Failed,5m,api-server,Volume detached,139.32,33.3,54.59,79.07,17.41,4.94,3688.77,3341.03,15.54,4.43,3.54,1.42,0.1766,2.9416,2.7644,0.6406,1.7766,3.9771
2024-04-12 23:00:00,frontend,28.25,33.43,Unknown,1,0,1,Normal,Scheduled,5m,scheduler,Pod scheduled,node2,Failed,5m,api-server,Node not ready,262.75,23.01,36.49,40.71,28.09,3.05,6056.47,3080.19,7.8,8.85,4.94,0.99,0.1457,3.9745,0.2593,1.5061,1.1749,2.1985
2024-04-13 00:00:00,redis,48.2,45.23,Running,4,1,2,Warning,FailedMount,5m,scheduler,Pod scheduled,node3,Failed,20m,kubelet,Volume detached,460.38,76.72,51.61,79.07,43.39,8.13,4580.5,1884.11,16.64,10.31,2.79,2.81,0.4521,2.8057,3.5424,1.9659,0.4932,0.9503
2024-04-13 01:00:00,recommendation,31.13,57.74,Unknown,3,1,1,Normal,Scheduled,1m,controller,Container failed,node3,Evicted,20m,kubelet,Volume detached,394.04,34.37,29.17,61.45,20.2,6.62,9148.83,1347.6,11.38,1.72,2.51,0.71,1.0562,2.1328,2.1454,1.9988,0.1262,0.6062
2024-04-13 02:00:00,frontend,49.92,43.13,Unknown,2,0,1,Normal,FailedMount,5m,controller,Container failed,node1,Started,10m,kubelet,Volume detached,221.76,171.21,44.61,81.46,23.39,3.01,6996.24,5387.33,2.15,6.6,2.61,2.46,4.2962,0.8147,1.547,1.709,1.0668,3.4897
2024-04-13 03:00:00,frontend,40.91,53.86,Unknown,3,0,2,Warning,Killing,30s,controller,Container failed,node3,Started,20m,kubelet,Node not ready,470.89,92.54,29.74,60.58,16.72,5.24,6569.68,3748.75,14.66,6.43,1.8,1.22,2.1395,1.8053,1.8099,0.6915,2.0039,2.2289
2024-04-13 04:00:00,redis,32.0,73.46,Unknown,1,1,1,Critical,Scheduled,30s,kubelet,Mounting volume,node2,Evicted,5m,api-server,Resource constraint,104.6,100.34,22.96,80.98,24.65,1.08,4502.9,3449.66,19.22,9.35,4.9,2.66,1.9917,1.3782,5.964,1.9516,0.9417,1.6957
2024-04-13 05:00:00,redis,28.0,71.54,Failed,2,1,2,Normal,Killing,30s,kubelet,Pod scheduled,node3,Failed,15m,kubelet,Resource constraint,459.57,122.6,73.78,18.17,5.28,7.61,8263.78,3593.91,6.21,10.96,3.27,1.76,3.0039,1.7688,2.237,1.1495,1.8101,1.721
2024-04-13 06:00:00,frontend,21.82,27.92,Failed,1,0,1,Normal,Killing,1m,scheduler,Container failed,node3,Evicted,10m,api-server,Volume detached,60.31,107.24,64.54,64.84,45.25,5.66,5099.15,4304.71,18.81,3.19,1.3,2.37,2.8213,3.348,3.2521,0.1578,2.3738,1.2875
2024-04-13 07:00:00,frauddetection,2.68,58.61,Failed,4,1,2,Warning,BackOff,10m,scheduler,Container failed,node3,Evicted,15m,api-server,Volume detached,302.17,122.54,52.78,41.98,22.36,2.13,2114.44,2338.36,14.07,5.28,3.68,2.06,1.8285,0.2904,2.9224,1.5427,0.3292,0.5617
2024-04-13 08:00:00,frontend,26.07,65.1,Unknown,2,1,2,Critical,BackOff,1m,controller,Mounting volume,node3,Started,15m,api-server,Resource constraint,397.45,152.02,63.17,39.83,44.9,7.03,9676.11,593.41,5.32,13.79,1.58,0.75,0.7088,3.5068,5.6917,0.0033,2.9969,3.4864
2024-04-13 09:00:00,frauddetection,10.21,11.81,Pending,2,1,1,Warning,Scheduled,10s,scheduler,Container failed,node2,Evicted,15m,api-server,Node not ready,265.45,107.56,75.16,11.35,33.44,7.73,3428.49,5024.45,9.56,14.65,3.26,0.81,0.4032,1.1569,0.5739,0.7625,2.2606,2.407
2024-04-13 10:00:00,redis,34.18,17.71,Running,2,1,2,Warning,Killing,1m,controller,Pod scheduled,node2,Evicted,5m,api-server,Resource constraint,69.63,61.34,28.0,35.28,17.75,7.5,2644.74,5096.58,2.31,11.68,0.58,2.17,1.4541,3.1133,0.9293,1.517,2.7023,0.1085
2024-04-13 11:00:00,frauddetection,48.18,22.49,Running,2,1,2,Normal,FailedMount,10m,kubelet,Mounting volume,node1,Failed,15m,kubelet,Node not ready,312.81,131.24,59.24,11.59,34.07,2.56,6049.77,7423.65,11.07,9.03,2.32,2.4,3.6881,0.4074,0.5909,0.9862,1.1209,3.6387
2024-04-13 12:00:00,frauddetection,40.31,5.71,Failed,2,1,1,Critical,BackOff,1m,scheduler,Mounting volume,node2,Evicted,10m,kubelet,Volume detached,492.18,118.36,34.24,38.19,6.78,9.26,5644.16,5788.15,19.29,5.5,4.43,0.62,0.8954,3.2082,1.1228,0.3472,0.2561,1.9986
2024-04-13 13:00:00,redis,35.49,45.91,Unknown,3,1,2,Normal,FailedMount,1m,controller,Mounting volume,node1,Started,20m,kubelet,Volume detached,102.43,166.1,19.69,40.22,43.61,9.93,1275.5,1306.72,17.96,8.51,1.97,0.49,1.2508,3.5966,1.0182,0.6037,0.5031,3.0124
2024-04-13 14:00:00,redis,44.94,57.86,Failed,2,0,2,Warning,FailedMount,30s,controller,Container failed,node2,Failed,20m,api-server,Node not ready,180.38,95.61,60.59,78.2,29.37,1.66,8929.89,1569.61,16.12,11.67,3.14,0.48,2.0343,2.5518,1.325,0.2996,1.4992,0.483
2024-04-13 15:00:00,frontend,18.28,62.44,Unknown,1,1,1,Warning,Scheduled,30s,controller,Container failed,node2,Started,20m,api-server,Volume detached,376.54,103.39,19.85,17.93,23.98,9.93,6060.79,1901.8,17.75,14.04,0.59,2.49,4.3486,0.7179,5.0233,1.6209,1.0691,3.057
2024-04-13 16:00:00,redis,11.63,5.87,Unknown,2,0,1,Critical,Scheduled,10s,controller,Container failed,node2,Started,20m,kubelet,Resource constraint,215.57,105.43,30.66,58.19,32.57,6.28,5924.45,2498.94,2.0,3.07,3.06,2.64,0.1596,0.5853,4.4325,0.6869,1.4452,3.6423
2024-04-13 17:00:00,frauddetection,8.35,57.31,Running,1,0,2,Warning,BackOff,30s,scheduler,Pod scheduled,node1,Started,15m,api-server,Resource constraint,154.4,49.7,63.15,44.01,42.32,3.34,8387.1,1067.32,18.26,3.59,1.38,1.89,1.208,0.4189,1.1751,0.1484,0.6914,0.6894
2024-04-13 18:00:00,redis,9.02,60.72,Pending,2,0,1,Normal,BackOff,10m,controller,Container failed,node2,Started,20m,kubelet,Volume detached,192.57,80.59,64.56,27.73,21.36,0.31,9834.99,7518.0,6.54,4.25,1.53,1.75,3.2475,3.0566,0.3212,1.3672,1.5535,0.7127
2024-04-13 19:00:00,redis,31.4,25.24,Unknown,1,1,1,Warning,Killing,10m,scheduler,Pod scheduled,node3,Failed,5m,kubelet,Volume detached,326.4,142.63,77.7,85.61,34.99,6.64,3819.96,7315.51,3.46,7.68,2.92,1.23,3.0225,3.5346,0.592,1.07,0.7618,0.928
2024-04-13 20:00:00,redis,33.24,50.54,Running,3,0,1,Critical,Scheduled,1m,kubelet,Pod scheduled,node1,Started,10m,api-server,Resource constraint,82.9,78.81,30.06,55.01,41.9,0.35,8004.57,5542.92,18.21,8.06,4.25,2.48,4.9841,0.7978,4.4357,1.934,1.1087,3.9786
2024-04-13 21:00:00,recommendation,31.05,49.72,Failed,3,0,2,Warning,FailedMount,1m,scheduler,Container failed,node2,Failed,20m,api-server,Resource constraint,248.16,142.78,65.88,64.93,48.54,9.14,5170.6,4928.85,12.22,7.76,1.99,0.53,2.5468,3.9075,4.6933,0.494,0.3678,1.0666
2024-04-13 22:00:00,frontend,12.35,31.41,Pending,3,0,2,Normal,FailedMount,30s,controller,Container failed,node3,Failed,20m,api-server,Node not ready,150.61,104.78,75.98,26.74,29.24,9.31,1597.34,5459.59,13.94,6.57,0.21,1.26,1.2558,0.924,5.6407,0.8167,0.1774,1.1732
2024-04-13 23:00:00,redis,39.21,59.11,Failed,4,0,1,Warning,Killing,10m,controller,Mounting volume,node2,Failed,10m,kubelet,Resource constraint,63.9,152.38,61.25,36.61,32.09,2.6,3662.99,6554.94,11.21,12.37,3.36,2.59,3.0882,0.3591,3.1357,1.765,1.0557,0.9263
2024-04-14 00:00:00,frauddetection,2.91,64.89,Failed,4,0,2,Warning,Killing,10m,scheduler,Mounting volume,node2,Started,20m,api-server,Volume detached,404.58,21.19,63.23,37.89,38.94,2.65,8552.37,7609.1,8.99,10.74,0.56,1.8,0.6072,2.424,2.8277,1.2307,0.7722,0.9645
2024-04-14 01:00:00,redis,3.8,25.02,Failed,0,1,1,Warning,BackOff,10s,controller,Mounting volume,node3,Evicted,5m,kubelet,Volume detached,292.59,128.53,20.26,20.51,38.88,3.71,7324.74,1966.78,1.04,14.7,3.58,1.79,1.8752,2.3402,4.7217,1.2929,1.1165,2.4253
2024-04-14 02:00:00,recommendation,29.14,7.53,Unknown,1,1,1,Normal,BackOff,5m,kubelet,Pod scheduled,node2,Evicted,10m,api-server,Node not ready,457.96,117.12,47.94,19.88,33.88,0.68,8222.76,5918.67,16.58,7.43,1.81,2.19,0.8543,1.0753,2.2346,0.1865,1.8822,0.9179
2024-04-14 03:00:00,redis,3.82,32.0,Running,4,1,1,Warning,FailedMount,10m,scheduler,Container failed,node3,Failed,5m,api-server,Volume detached,479.89,154.27,79.71,65.84,45.84,4.01,4450.54,4519.2,19.51,12.67,1.64,2.96,2.7668,0.0182,5.2073,0.5788,1.2995,0.455
2024-04-14 04:00:00,frontend,16.99,44.91,Failed,0,0,2,Normal,FailedMount,10s,kubelet,Pod scheduled,node2,Failed,20m,api-server,Volume detached,480.57,95.27,29.63,79.31,17.31,0.96,9267.01,878.1,1.33,3.53,1.95,0.96,1.2326,3.5707,5.3338,1.7953,0.0246,0.4724
2024-04-14 05:00:00,redis,2.72,34.35,Pending,1,0,2,Normal,BackOff,30s,kubelet,Container failed,node2,Evicted,15m,api-server,Volume detached,334.41,66.64,61.16,78.02,14.66,3.37,1347.49,2873.31,19.44,3.81,0.82,0.21,4.8674,1.9962,0.4745,0.9793,0.7853,1.6019
2024-04-14 06:00:00,redis,39.9,27.61,Unknown,3,1,2,Critical,FailedMount,10m,kubelet,Pod scheduled,node1,Failed,15m,kubelet,Resource constraint,218.83,134.44,68.65,66.83,27.36,2.36,9579.05,3237.82,1.79,4.95,3.8,2.09,0.5163,0.3862,5.6959,1.7811,1.3083,0.3819
2024-04-14 07:00:00,frontend,42.97,19.48,Running,3,0,2,Warning,Scheduled,30s,kubelet,Container failed,node2,Started,10m,kubelet,Resource constraint,255.21,44.32,16.46,64.2,12.85,4.28,2498.38,5376.11,3.28,1.95,1.07,2.73,4.8708,3.3943,2.8927,1.8215,2.7249,3.5683
2024-04-14 08:00:00,recommendation,14.64,25.42,Unknown,1,1,2,Critical,Scheduled,10s,controller,Mounting volume,node1,Failed,10m,api-server,Volume detached,259.69,199.8,23.65,72.17,26.7,0.45,4872.89,2333.42,17.8,6.36,0.87,0.15,0.6214,0.192,1.8283,1.5702,1.7709,2.979
2024-04-14 09:00:00,redis,29.01,58.87,Pending,3,0,1,Critical,BackOff,30s,kubelet,Mounting volume,node2,Evicted,5m,kubelet,Volume detached,253.65,179.05,77.56,41.14,16.74,3.28,9708.91,4741.33,16.35,7.25,3.4,2.62,2.1251,1.3532,2.6475,0.6456,1.8175,2.1767
2024-04-14 10:00:00,redis,24.82,50.06,Failed,0,0,1,Normal,Scheduled,10s,controller,Mounting volume,node3,Evicted,20m,api-server,Node not ready,57.7,151.65,48.64,12.45,5.52,4.44,5399.39,1143.14,18.18,7.4,2.17,0.84,2.3227,0.5123,5.7493,0.6964,2.2018,1.6134
2024-04-14 11:00:00,frauddetection,8.12,58.75,Running,2,1,2,Critical,Scheduled,1m,controller,Container failed,node1,Evicted,5m,api-server,Node not ready,163.5,142.73,26.75,20.3,7.84,9.01,5685.78,4343.2,13.97,8.1,1.55,1.79,3.5332,3.6675,4.9277,1.4646,1.7119,1.2006
2024-04-14 12:00:00,redis,18.37,10.58,Pending,3,1,2,Warning,FailedMount,1m,scheduler,Container failed,node3,Failed,10m,kubelet,Node not ready,435.59,119.53,71.06,61.09,50.0,6.54,1598.8,2554.89,5.17,13.39,4.71,1.51,2.8852,3.4402,4.6003,0.3731,0.1136,3.8599
2024-04-14 13:00:00,frontend,6.24,57.29,Pending,1,1,1,Normal,BackOff,30s,controller,Pod scheduled,node1,Evicted,15m,kubelet,Resource constraint,385.57,47.15,49.25,51.97,33.13,6.51,2938.15,6793.19,3.72,13.7,2.33,1.81,3.1512,3.7187,4.0283,0.4778,2.6856,3.7857
2024-04-14 14:00:00,frauddetection,34.99,68.43,Pending,0,0,2,Warning,Killing,10s,kubelet,Container failed,node2,Evicted,20m,kubelet,Resource constraint,395.88,153.0,78.65,21.39,46.97,5.91,8249.02,6322.77,8.04,7.66,0.92,2.9,4.0132,0.3046,5.5306,0.4928,0.6201,0.9418
2024-04-14 15:00:00,frauddetection,20.09,35.21,Unknown,1,0,2,Critical,FailedMount,5m,scheduler,Container failed,node3,Started,15m,api-server,Resource constraint,454.99,81.04,59.48,73.0,34.38,7.36,1286.26,758.35,7.58,1.3,2.65,2.7,0.4416,3.2728,2.765,0.2195,1.6942,3.7202
2024-04-14 16:00:00,frauddetection,3.08,36.64,Unknown,2,0,2,Normal,Scheduled,30s,kubelet,Mounting volume,node2,Failed,15m,kubelet,Volume detached,118.71,139.49,58.51,41.82,47.96,8.84,5064.39,2765.64,10.63,5.69,0.35,1.82,0.3553,0.7125,2.2818,1.8728,2.9479,0.0862
2024-04-14 17:00:00,frontend,46.45,30.24,Unknown,2,0,2,Warning,Killing,30s,kubelet,Pod scheduled,node1,Failed,15m,api-server,Node not ready,440.47,135.57,42.85,86.97,39.38,4.61,5677.06,1751.19,18.4,10.44,4.48,2.53,2.5115,1.312,4.1015,1.4534,0.4125,2.6678
2024-04-14 18:00:00,redis,13.91,50.01,Unknown,0,1,1,Normal,Scheduled,10m,kubelet,Pod scheduled,node3,Started,5m,kubelet,Volume detached,54.14,162.61,26.67,82.57,31.42,1.44,8974.75,7240.55,10.57,2.18,1.15,0.81,2.7357,1.7581,2.4051,1.4553,0.8786,0.6715
2024-04-14 19:00:00,frauddetection,43.38,28.21,Running,0,1,2,Warning,BackOff,10m,scheduler,Mounting volume,node2,Failed,10m,api-server,Volume detached,126.22,163.95,41.09,40.39,39.6,5.39,1172.68,3144.59,12.54,10.05,0.44,2.05,1.9031,2.9256,1.8249,0.9796,0.0469,1.5644
